0.9894352,1
0.9794352,1
0.977945262,1
0.960783037,1
0.944241384,1
0.93664411,1
0.924929575,1
0.920406882,0
0.888570298,1
0.882629706,1
0.882401646,1
0.853832401,1
0.839347591,1
0.836771262,1
0.833144033,1
0.828867488,1
0.815303556,0
0.805622582,1
0.802897991,1
0.789226942,0
0.758042059,1
0.716307689,1
0.69443123,1
0.693818886,1
0.684523938,1
0.672463705,1
0.629302653,0
0.58780351,1
0.548529475,1
0.488394372,0
0.483994649,0
0.43695701,1
0.408835528,1
0.393323919,0
0.374834691,1
0.349519471,0
0.29704696,0
0.273542305,0
0.205748558,0
0.187974058,1
0.179264057,0
0.164596829,0
0.142258075,0
0.138514809,0
0.128892511,0
0.126119067,0
0.113361272,0
0.083327915,0
0.071568497,0
0.031525573,0